model	scenario	region	variable	unit	2020	2030	2040
AEO.2022	REF2022	USA	Emissions|CO2|Energy|Supply|Electricity|Oil	Mt CO2/yr	NA	6.41	5.22
AEO.2022	REF2022	USA	Final Energy	EJ/yr	NA	81.21	83.75
AEO.2022	REF2022	USA	Final Energy|Buildings	EJ/yr	NA	39.46	39.98
AEO.2022	REF2022	USA	Final Energy|Buildings|Commercial	EJ/yr	NA	17.81	18.07
AEO.2022	REF2022	USA	Final Energy|Buildings|Commercial|Electricity	EJ/yr	NA	4.85	5.09
AEO.2022	REF2022	USA	Final Energy|Buildings|Residential	EJ/yr	NA	21.65	21.91
AEO.2022	REF2022	USA	Final Energy|Buildings|Residential|Electricity	EJ/yr	NA	5.63	6.02
AEO.2022	REF2022	USA	Final Energy|Electricity	EJ/yr	NA	14.51	15.54
AEO.2022	REF2022	USA	Final Energy|Industry	EJ/yr	NA	36.91	38.93
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Aluminum|Biomass Solids	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Aluminum|Coal	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Aluminum|Electricity	EJ/yr	NA	0.11	0.1
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Aluminum|Gas	EJ/yr	NA	0.12	0.12
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Aluminum|Oil	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Cement and lime|Biomass Solids	EJ/yr	NA	0.08	0.08
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Cement and lime|Coal	EJ/yr	NA	0.19	0.19
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Cement and lime|Electricity	EJ/yr	NA	0.05	0.05
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Cement and lime|Gas	EJ/yr	NA	0.1	0.08
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Cement and lime|Oil	EJ/yr	NA	0.04	0.04
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Food products|Biomass Solids	EJ/yr	NA	0.05	0.06
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Food products|Coal	EJ/yr	NA	0.13	0.13
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Food products|Electricity	EJ/yr	NA	0.32	0.34
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Food products|Gas	EJ/yr	NA	0.71	0.64
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Food products|Oil	EJ/yr	NA	0.01	0.01
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Glass|Coal	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Glass|Electricity	EJ/yr	NA	0.05	0.05
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Glass|Gas	EJ/yr	NA	0.1	0.09
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Glass|Oil	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Iron and steel|Biomass Solids	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Iron and steel|Coal	EJ/yr	NA	0.04	0.03
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Iron and steel|Electricity	EJ/yr	NA	0.24	0.23
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Iron and steel|Gas	EJ/yr	NA	0.33	0.32
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Iron and steel|Oil	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Paper|Biomass Solids	EJ/yr	NA	1.13	1.15
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Paper|Coal	EJ/yr	NA	0.05	0.04
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Paper|Electricity	EJ/yr	NA	0.21	0.2
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Paper|Gas	EJ/yr	NA	0.55	0.49
AEO.2022	REF2022	USA	Final Energy|Industry|EInt Mfg|Paper|Oil	EJ/yr	NA	0.03	0.05
AEO.2022	REF2022	USA	Final Energy|Industry|Electricity	EJ/yr	NA	3.85	4.08
AEO.2022	REF2022	USA	Final Energy|Industry|Non Mfg|Agriculture|Biomass Solids	EJ/yr	NA	0.16	0.17
AEO.2022	REF2022	USA	Final Energy|Industry|Non Mfg|Agriculture|Coal	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|Non Mfg|Agriculture|Electricity	EJ/yr	NA	0.23	0.25
AEO.2022	REF2022	USA	Final Energy|Industry|Non Mfg|Agriculture|Gas	EJ/yr	NA	0.11	0.1
AEO.2022	REF2022	USA	Final Energy|Industry|Non Mfg|Agriculture|Oil	EJ/yr	NA	0.67	0.72
AEO.2022	REF2022	USA	Final Energy|Industry|Non Mfg|Construction|Electricity	EJ/yr	NA	0.3	0.35
AEO.2022	REF2022	USA	Final Energy|Industry|Non Mfg|Construction|Gas	EJ/yr	NA	0.23	0.21
AEO.2022	REF2022	USA	Final Energy|Industry|Non Mfg|Construction|Oil	EJ/yr	NA	0.76	0.85
AEO.2022	REF2022	USA	Final Energy|Industry|Non Mfg|Other mining|Biomass Solids	EJ/yr	NA	0.01	0.01
AEO.2022	REF2022	USA	Final Energy|Industry|Non Mfg|Other mining|Coal	EJ/yr	NA	0.03	0.03
AEO.2022	REF2022	USA	Final Energy|Industry|Non Mfg|Other mining|Electricity	EJ/yr	NA	0.25	0.25
AEO.2022	REF2022	USA	Final Energy|Industry|Non Mfg|Other mining|Gas	EJ/yr	NA	2.82	2.93
AEO.2022	REF2022	USA	Final Energy|Industry|Non Mfg|Other mining|Oil	EJ/yr	NA	0.33	0.33
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Balance of manufacturing|Biomass Solids	EJ/yr	NA	0.03	0.03
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Balance of manufacturing|Coal	EJ/yr	NA	0.01	0.01
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Balance of manufacturing|Gas	EJ/yr	NA	0.85	0.94
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Balance of manufacturing|Oil	EJ/yr	NA	0.11	0.12
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Metal durables|Appliances|Biomass Solids	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Metal durables|Appliances|Coal	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Metal durables|Appliances|Gas	EJ/yr	NA	0.04	0.04
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Metal durables|Appliances|Oil	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Metal durables|Computer|Biomass Solids	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Metal durables|Computer|Coal	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Metal durables|Computer|Gas	EJ/yr	NA	0.04	0.04
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Metal durables|Computer|Oil	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Metal durables|Fab metal|Biomass Solids	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Metal durables|Fab metal|Coal	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Metal durables|Fab metal|Gas	EJ/yr	NA	0.13	0.15
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Metal durables|Fab metal|Oil	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Metal durables|Machinery|Biomass Solids	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Metal durables|Machinery|Coal	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Metal durables|Machinery|Gas	EJ/yr	NA	0.07	0.08
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Metal durables|Machinery|Oil	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Metal durables|Transport equip|Biomass Solids	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Metal durables|Transport equip|Coal	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Metal durables|Transport equip|Gas	EJ/yr	NA	0.19	0.21
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Metal durables|Transport equip|Oil	EJ/yr	NA	0.01	0.01
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Plastic & rubber|Biomass Solids	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Plastic & rubber|Coal	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Plastic & rubber|Gas	EJ/yr	NA	0.1	0.11
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Plastic & rubber|Oil	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Wood Products|Biomass Solids	EJ/yr	NA	0.33	0.36
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Wood Products|Coal	EJ/yr	NA	0	0
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Wood Products|Gas	EJ/yr	NA	0.06	0.06
AEO.2022	REF2022	USA	Final Energy|Industry|NonEInt Mfg|Wood Products|Oil	EJ/yr	NA	0.01	0.01
AEO.2022	REF2022	USA	Final Energy|Transportation	EJ/yr	NA	29.32	29.68
AEO.2022	REF2022	USA	Final Energy|Transportation|Electricity	EJ/yr	NA	0.18	0.34
AEO.2022	REF2022	USA	GDP|Consumption	billion US$2018/yr	NA	18449.41	23719.61
AEO.2022	REF2022	USA	GDP|Exports	billion US$2018/yr	NA	3659.46	4824.84
AEO.2022	REF2022	USA	GDP|Government	billion US$2018/yr	NA	3842.73	4057.99
AEO.2022	REF2022	USA	GDP|Imports	billion US$2018/yr	NA	5346.99	7484.27
AEO.2022	REF2022	USA	GDP|Investment	billion US$2018/yr	NA	4188.69	5475.79
AEO.2022	REF2022	USA	GDP|MER	billion US$2018/yr	NA	25664.59	31496.7
AEO.2022	REF2022	USA	Output|Industry|EInt Mfg|Aluminum|Value	billion US$2018/yr	NA	49.79	53.89
AEO.2022	REF2022	USA	Output|Industry|EInt Mfg|Bulk chemicals|Value	billion US$2018/yr	NA	569.63	656.49
AEO.2022	REF2022	USA	Output|Industry|EInt Mfg|Cement and lime|Value	billion US$2018/yr	NA	17.6	19.68
AEO.2022	REF2022	USA	Output|Industry|EInt Mfg|Food products|Value	billion US$2018/yr	NA	1091.82	1189.1
AEO.2022	REF2022	USA	Output|Industry|EInt Mfg|Glass|Value	billion US$2018/yr	NA	26.29	29.38
AEO.2022	REF2022	USA	Output|Industry|EInt Mfg|Iron and steel|Value	billion US$2018/yr	NA	137.68	140.17
AEO.2022	REF2022	USA	Output|Industry|EInt Mfg|Paper|Value	billion US$2018/yr	NA	190.82	197.34
AEO.2022	REF2022	USA	Output|Industry|Non Mfg|Agriculture|Value	billion US$2018/yr	NA	629.29	686.31
AEO.2022	REF2022	USA	Output|Industry|Non Mfg|Construction|Value	billion US$2018/yr	NA	1579.16	1810.72
AEO.2022	REF2022	USA	Output|Industry|Non Mfg|Other mining|Value	billion US$2018/yr	NA	764.31	772.48
AEO.2022	REF2022	USA	Output|Industry|NonEInt Mfg|Metal durables|Appliances|Value	billion US$2018/yr	NA	173.77	219.66
AEO.2022	REF2022	USA	Output|Industry|NonEInt Mfg|Metal durables|Machinery|Value	billion US$2018/yr	NA	485.17	580.65
AEO.2022	REF2022	USA	Output|Industry|NonEInt Mfg|Metal durables|Transport equip|Value	billion US$2018/yr	NA	1357.55	1568.41
AEO.2022	REF2022	USA	Price|Final Energy|Commercial|Electricity	US$2018/GJ	NA	27.25	26.73
AEO.2022	REF2022	USA	Price|Final Energy|Commercial|Gas	US$2018/GJ	NA	7.32	7.74
AEO.2022	REF2022	USA	Price|Final Energy|Commercial|Oil	US$2018/GJ	NA	17.25	18.78
AEO.2022	REF2022	USA	Price|Final Energy|Electricity	US$2018/GJ	NA	26.96	26.83
AEO.2022	REF2022	USA	Price|Final Energy|Gas	US$2018/GJ	NA	5.13	5.34
AEO.2022	REF2022	USA	Price|Final Energy|Industrial|Electricity	US$2018/GJ	NA	17.24	16.86
AEO.2022	REF2022	USA	Price|Final Energy|Industrial|Gas	US$2018/GJ	NA	3.87	4.02
AEO.2022	REF2022	USA	Price|Final Energy|Industrial|Oil	US$2018/GJ	NA	17.2	18.47
AEO.2022	REF2022	USA	Price|Final Energy|Oil	US$2018/GJ	NA	20.3	22.29
AEO.2022	REF2022	USA	Price|Final Energy|Residential|Electricity	US$2018/GJ	NA	33.17	33.41
AEO.2022	REF2022	USA	Price|Final Energy|Residential|Gas	US$2018/GJ	NA	9.51	10.15
AEO.2022	REF2022	USA	Price|Final Energy|Residential|Oil	US$2018/GJ	NA	21.72	24.61
AEO.2022	REF2022	USA	Price|Final Energy|Transportation|Electricity	US$2018/GJ	NA	32.76	31.76
AEO.2022	REF2022	USA	Price|Final Energy|Transportation|Gas	US$2018/GJ	NA	10.49	10.24
AEO.2022	REF2022	USA	Price|Final Energy|Transportation|Oil|Diesel	US$2018/GJ	NA	20.11	21.67
AEO.2022	REF2022	USA	Price|Final Energy|Transportation|Oil|Gasoline	US$2018/GJ	NA	20.29	22.29
AEO.2022	REF2022	USA	Price|Final Energy|Transportation|Oil|Jet Fuel	US$2018/GJ	NA	14.29	16.02
AEO.2022	REF2022	USA	Price|Primary Energy|Coal	US$2018/GJ	NA	1.31	1.38
AEO.2022	REF2022	USA	Price|Primary Energy|Gas	US$2018/GJ	NA	3.02	3.24
AEO.2022	REF2022	USA	Price|Primary Energy|Oil	US$2018/GJ	NA	10.91	12.36
AEO.2022	REF2022	USA	Primary Energy	EJ/yr	NA	105.87	108.78
AEO.2022	REF2022	USA	Primary Energy|Biomass	EJ/yr	NA	3.35	3.43
AEO.2022	REF2022	USA	Primary Energy|Coal	EJ/yr	NA	8.37	7.09
AEO.2022	REF2022	USA	Primary Energy|Fossil	EJ/yr	NA	79.4	79.85
AEO.2022	REF2022	USA	Primary Energy|Gas	EJ/yr	NA	29.87	30.81
AEO.2022	REF2022	USA	Primary Energy|Geothermal	EJ/yr	NA	0.08	0.14
AEO.2022	REF2022	USA	Primary Energy|Hydro	EJ/yr	NA	2.6	2.48
AEO.2022	REF2022	USA	Primary Energy|Nuclear	EJ/yr	NA	7.79	7.33
AEO.2022	REF2022	USA	Primary Energy|Oil	EJ/yr	NA	39.91	40.48
AEO.2022	REF2022	USA	Secondary Energy|Electricity	EJ/yr	NA	16.27	17.65
AEO.2022	REF2022	USA	Secondary Energy|Electricity|Biomass	EJ/yr	NA	0.17	0.22
AEO.2022	REF2022	USA	Secondary Energy|Electricity|Coal	EJ/yr	NA	2.46	2.03
AEO.2022	REF2022	USA	Secondary Energy|Electricity|Gas	EJ/yr	NA	5.55	5.9
AEO.2022	REF2022	USA	Secondary Energy|Electricity|Geothermal	EJ/yr	NA	0.08	0.14
AEO.2022	REF2022	USA	Secondary Energy|Electricity|Hydro	EJ/yr	NA	1.08	1.07
AEO.2022	REF2022	USA	Secondary Energy|Electricity|Nuclear	EJ/yr	NA	2.55	2.4
AEO.2022	REF2022	USA	Secondary Energy|Electricity|Oil	EJ/yr	NA	0.03	0.03
AEO.2022	REF2022	USA	Secondary Energy|Electricity|Solar	EJ/yr	NA	1.67	2.64
AEO.2022	REF2022	USA	Secondary Energy|Electricity|Solar|CSP	EJ/yr	NA	0.01	0.01
AEO.2022	REF2022	USA	Secondary Energy|Electricity|Solar|PV	EJ/yr	NA	1.66	2.63
AEO.2022	REF2022	USA	Secondary Energy|Electricity|Wind	EJ/yr	NA	2.01	2.1
AEO.2022	REF2022	USA	Secondary Energy|Electricity|Wind|Offshore	EJ/yr	NA	0.13	0.34
AEO.2022	REF2022	USA	Secondary Energy|Electricity|Wind|Onshore	EJ/yr	NA	1.88	1.76
EIA_Historic	Historic	USA	Capacity|Electricity	GW	1143.27	NA	NA
EIA_Historic	Historic	USA	Capacity|Electricity|Biomass	GW	16.03	NA	NA
EIA_Historic	Historic	USA	Capacity|Electricity|Geothermal	GW	2.57	NA	NA
EIA_Historic	Historic	USA	Capacity|Electricity|Hydro	GW	79.92	NA	NA
EIA_Historic	Historic	USA	Capacity|Electricity|Nuclear	GW	96.5	NA	NA
EIA_Historic	Historic	USA	Capacity|Electricity|Solar	GW	75.64	NA	NA
EIA_Historic	Historic	USA	Capacity|Electricity|Storage Capacity|PSH	GW	23.02	NA	NA
EIA_Historic	Historic	USA	Capacity|Electricity|Wind	GW	118.38	NA	NA
EIA_Historic	Historic	USA	Emissions|CO2|Energy|Coal	Mt CO2/yr	NA	NA	NA
EIA_Historic	Historic	USA	Emissions|CO2|Energy|Demand|Buildings	Mt CO2/yr	551.66	NA	NA
EIA_Historic	Historic	USA	Emissions|CO2|Energy|Demand|Buildings|Commercial	Mt CO2/yr	233.09	NA	NA
EIA_Historic	Historic	USA	Emissions|CO2|Energy|Demand|Buildings|Commercial|Indirect	Mt CO2/yr	501.59	NA	NA
EIA_Historic	Historic	USA	Emissions|CO2|Energy|Demand|Buildings|Indirect	Mt CO2/yr	1072.2	NA	NA
EIA_Historic	Historic	USA	Emissions|CO2|Energy|Demand|Buildings|Residential	Mt CO2/yr	318.56	NA	NA
EIA_Historic	Historic	USA	Emissions|CO2|Energy|Demand|Buildings|Residential|Indirect	Mt CO2/yr	570.61	NA	NA
EIA_Historic	Historic	USA	Emissions|CO2|Energy|Demand|Industry	Mt CO2/yr	947.12	NA	NA
EIA_Historic	Historic	USA	Emissions|CO2|Energy|Demand|Industry|Indirect	Mt CO2/yr	373.66	NA	NA
EIA_Historic	Historic	USA	Emissions|CO2|Energy|Demand|Transportation	Mt CO2/yr	1629.38	NA	NA
EIA_Historic	Historic	USA	Emissions|CO2|Energy|Demand|Transportation|Indirect	Mt CO2/yr	2.55	NA	NA
EIA_Historic	Historic	USA	Emissions|CO2|Energy|Gas	Mt CO2/yr	NA	NA	NA
EIA_Historic	Historic	USA	Emissions|CO2|Energy|Oil	Mt CO2/yr	NA	NA	NA
EIA_Historic	Historic	USA	Emissions|CO2|Energy|Supply|Electricity	Mt CO2/yr	NA	NA	NA
EIA_Historic	Historic	USA	Final Energy	EJ/yr	97.97	NA	NA
EIA_Historic	Historic	USA	Final Energy|Buildings	EJ/yr	39.36	NA	NA
EIA_Historic	Historic	USA	Final Energy|Buildings|Commercial	EJ/yr	17.67	NA	NA
EIA_Historic	Historic	USA	Final Energy|Buildings|Commercial|Electricity	EJ/yr	5.27	NA	NA
EIA_Historic	Historic	USA	Final Energy|Buildings|Residential	EJ/yr	21.68	NA	NA
EIA_Historic	Historic	USA	Final Energy|Buildings|Residential|Electricity	EJ/yr	5.27	NA	NA
EIA_Historic	Historic	USA	Final Energy|Electricity	EJ/yr	14.03	NA	NA
EIA_Historic	Historic	USA	Final Energy|Industry	EJ/yr	32.95	NA	NA
EIA_Historic	Historic	USA	Final Energy|Industry|Electricity	EJ/yr	3.45	NA	NA
EIA_Historic	Historic	USA	Final Energy|Transportation	EJ/yr	25.79	NA	NA
EIA_Historic	Historic	USA	Final Energy|Transportation|Electricity	EJ/yr	0.02	NA	NA
EIA_Historic	Historic	USA	Primary Energy	EJ/yr	83.1	NA	NA
EIA_Historic	Historic	USA	Primary Energy|Coal	EJ/yr	NA	NA	NA
EIA_Historic	Historic	USA	Primary Energy|Geothermal	EJ/yr	0.21	NA	NA
EIA_Historic	Historic	USA	Primary Energy|Oil	EJ/yr	35.49	NA	NA
EIA_Historic	Historic	USA	Secondary Energy|Electricity	EJ/yr	14.44	NA	NA
EIA_Historic	Historic	USA	Secondary Energy|Electricity|Biomass	EJ/yr	0.2	NA	NA
EIA_Historic	Historic	USA	Secondary Energy|Electricity|Coal	EJ/yr	2.78	NA	NA
EIA_Historic	Historic	USA	Secondary Energy|Electricity|Gas	EJ/yr	5.86	NA	NA
EIA_Historic	Historic	USA	Secondary Energy|Electricity|Geothermal	EJ/yr	0.06	NA	NA
EIA_Historic	Historic	USA	Secondary Energy|Electricity|Hydro	EJ/yr	1.03	NA	NA
EIA_Historic	Historic	USA	Secondary Energy|Electricity|Nuclear	EJ/yr	2.84	NA	NA
EIA_Historic	Historic	USA	Secondary Energy|Electricity|Oil	EJ/yr	0.06	NA	NA
EIA_Historic	Historic	USA	Secondary Energy|Electricity|Solar	EJ/yr	0.47	NA	NA
EIA_Historic	Historic	USA	Secondary Energy|Electricity|Solar|CSP	EJ/yr	0.01	NA	NA
EIA_Historic	Historic	USA	Secondary Energy|Electricity|Solar|PV	EJ/yr	0.46	NA	NA
EIA_Historic	Historic	USA	Secondary Energy|Electricity|Wind	EJ/yr	1.22	NA	NA
EIA_STEO	Ref	USA	Emissions|CO2|Energy	Mt CO2/yr	4576.57	NA	NA
EIA_STEO	Ref	USA	Emissions|CO2|Energy|Coal	Mt CO2/yr	874.85	NA	NA
EIA_STEO	Ref	USA	Emissions|CO2|Energy|Gas	Mt CO2/yr	1647.88	NA	NA
EIA_STEO	Ref	USA	Emissions|CO2|Energy|Oil	Mt CO2/yr	2042.86	NA	NA
EIA_STEO	Ref	USA	Final Energy|Electricity	EJ/yr	13.88	NA	NA
EIA_STEO	Ref	USA	GDP|Consumption	billion US$2018/yr	13200.61	NA	NA
EIA_STEO	Ref	USA	GDP|Exports	billion US$2018/yr	2307.33	NA	NA
EIA_STEO	Ref	USA	GDP|Government	billion US$2018/yr	3512.02	NA	NA
EIA_STEO	Ref	USA	GDP|Imports	billion US$2018/yr	3292.61	NA	NA
EIA_STEO	Ref	USA	GDP|Investment	billion US$2018/yr	3479.88	NA	NA
EIA_STEO	Ref	USA	Price|Final Energy|Electricity	US$2018/GJ	29.41	NA	NA
EIA_STEO	Ref	USA	Price|Primary Energy|Coal	US$2018/GJ	1.82	NA	NA
EIA_STEO	Ref	USA	Price|Primary Energy|Gas	US$2018/GJ	2.27	NA	NA
EIA_STEO	Ref	USA	Price|Primary Energy|Oil	US$2018/GJ	10.33	NA	NA
EIA_STEO	Ref	USA	Primary Energy	EJ/yr	98.09	NA	NA
EIA_STEO	Ref	USA	Primary Energy|Coal	EJ/yr	9.49	NA	NA
EIA_STEO	Ref	USA	Primary Energy|Gas	EJ/yr	33.25	NA	NA
EIA_STEO	Ref	USA	Primary Energy|Geothermal	EJ/yr	0.21	NA	NA
EIA_STEO	Ref	USA	Primary Energy|Hydro	EJ/yr	2.64	NA	NA
EIA_STEO	Ref	USA	Primary Energy|Oil	EJ/yr	39.9	NA	NA
EIA_STEO	Ref	USA	Secondary Energy|Electricity	EJ/yr	14.43	NA	NA
EIA_STEO	Ref	USA	Secondary Energy|Electricity|Biomass	EJ/yr	0.2	NA	NA
EIA_STEO	Ref	USA	Secondary Energy|Electricity|Coal	EJ/yr	2.78	NA	NA
EIA_STEO	Ref	USA	Secondary Energy|Electricity|Gas	EJ/yr	5.85	NA	NA
EIA_STEO	Ref	USA	Secondary Energy|Electricity|Geothermal	EJ/yr	0.06	NA	NA
EIA_STEO	Ref	USA	Secondary Energy|Electricity|Hydro	EJ/yr	1.03	NA	NA
EIA_STEO	Ref	USA	Secondary Energy|Electricity|Nuclear	EJ/yr	2.84	NA	NA
EIA_STEO	Ref	USA	Secondary Energy|Electricity|Oil	EJ/yr	0.06	NA	NA
EIA_STEO	Ref	USA	Secondary Energy|Electricity|Solar	EJ/yr	0.32	NA	NA
EIA_STEO	Ref	USA	Secondary Energy|Electricity|Wind	EJ/yr	1.22	NA	NA
